raceId,driverId,year,race,circuit,grid,position,constructor,overtake,circuit_type
991,825,2018,Chinese Grand Prix,Shanghai International Circuit,11,10,Haas F1 Team,1,permanent
991,839,2018,Chinese Grand Prix,Shanghai International Circuit,12,11,Force India,1,permanent
991,815,2018,Chinese Grand Prix,Shanghai International Circuit,8,12,Force India,-4,permanent
991,838,2018,Chinese Grand Prix,Shanghai International Circuit,14,13,McLaren,1,permanent
991,840,2018,Chinese Grand Prix,Shanghai International Circuit,18,14,Williams,4,permanent
991,845,2018,Chinese Grand Prix,Shanghai International Circuit,16,15,Williams,1,permanent
991,828,2018,Chinese Grand Prix,Shanghai International Circuit,20,16,Sauber,4,permanent
991,154,2018,Chinese Grand Prix,Shanghai International Circuit,10,17,Haas F1 Team,-7,permanent
991,842,2018,Chinese Grand Prix,Shanghai International Circuit,17,18,Toro Rosso,-1,permanent
991,844,2018,Chinese Grand Prix,Shanghai International Circuit,19,19,Sauber,0,permanent
991,843,2018,Chinese Grand Prix,Shanghai International Circuit,15,20,Toro Rosso,-5,permanent
992,1,2018,Azerbaijan Grand Prix,Baku City Circuit,2,1,Mercedes,1,street
992,8,2018,Azerbaijan Grand Prix,Baku City Circuit,6,2,Ferrari,4,street
992,815,2018,Azerbaijan Grand Prix,Baku City Circuit,8,3,Force India,5,street
992,20,2018,Azerbaijan Grand Prix,Baku City Circuit,1,4,Ferrari,-3,street
992,832,2018,Azerbaijan Grand Prix,Baku City Circuit,9,5,Renault,4,street
992,844,2018,Azerbaijan Grand Prix,Baku City Circuit,13,6,Sauber,7,street
992,4,2018,Azerbaijan Grand Prix,Baku City Circuit,12,7,McLaren,5,street
992,840,2018,Azerbaijan Grand Prix,Baku City Circuit,10,8,Williams,2,street
992,838,2018,Azerbaijan Grand Prix,Baku City Circuit,16,9,McLaren,7,street
992,843,2018,Azerbaijan Grand Prix,Baku City Circuit,19,10,Toro Rosso,9,street
992,828,2018,Azerbaijan Grand Prix,Baku City Circuit,18,11,Sauber,7,street
992,842,2018,Azerbaijan Grand Prix,Baku City Circuit,17,12,Toro Rosso,5,street
992,825,2018,Azerbaijan Grand Prix,Baku City Circuit,15,13,Haas F1 Team,2,street
992,822,2018,Azerbaijan Grand Prix,Baku City Circuit,3,14,Mercedes,-11,street
992,154,2018,Azerbaijan Grand Prix,Baku City Circuit,20,15,Haas F1 Team,5,street
992,830,2018,Azerbaijan Grand Prix,Baku City Circuit,5,16,Red Bull,-11,street
992,817,2018,Azerbaijan Grand Prix,Baku City Circuit,4,17,Red Bull,-13,street
992,807,2018,Azerbaijan Grand Prix,Baku City Circuit,14,18,Renault,-4,street
992,839,2018,Azerbaijan Grand Prix,Baku City Circuit,7,19,Force India,-12,street
992,845,2018,Azerbaijan Grand Prix,Baku City Circuit,11,20,Williams,-9,street
993,1,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,1,Mercedes,0,permanent
993,822,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,2,Mercedes,0,permanent
993,830,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,5,3,Red Bull,2,permanent
993,20,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,4,Ferrari,-1,permanent
993,817,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,6,5,Red Bull,1,permanent
993,825,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,7,6,Haas F1 Team,1,permanent
993,832,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9,7,Renault,2,permanent
993,4,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,8,McLaren,0,permanent
993,815,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,15,9,Force India,6,permanent
993,844,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,10,Sauber,4,permanent
993,840,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,18,11,Williams,7,permanent
993,843,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,20,12,Toro Rosso,8,permanent
993,828,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,17,13,Sauber,4,permanent
993,845,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,19,14,Williams,5,permanent
993,838,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,11,15,McLaren,-4,permanent
993,839,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13,16,Force India,-3,permanent
993,8,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,17,Ferrari,-13,permanent
993,154,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,10,18,Haas F1 Team,-8,permanent
993,842,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12,19,Toro Rosso,-7,permanent
993,807,2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16,20,Renault,-4,permanent
994,817,2018,Monaco Grand Prix,Circuit de Monaco,1,1,Red Bull,0,street
994,20,2018,Monaco Grand Prix,Circuit de Monaco,2,2,Ferrari,0,street
994,1,2018,Monaco Grand Prix,Circuit de Monaco,3,3,Mercedes,0,street
994,8,2018,Monaco Grand Prix,Circuit de Monaco,4,4,Ferrari,0,street
994,822,2018,Monaco Grand Prix,Circuit de Monaco,5,5,Mercedes,0,street
994,839,2018,Monaco Grand Prix,Circuit de Monaco,6,6,Force India,0,street
994,842,2018,Monaco Grand Prix,Circuit de Monaco,10,7,Toro Rosso,3,street
994,807,2018,Monaco Grand Prix,Circuit de Monaco,11,8,Renault,3,street
994,830,2018,Monaco Grand Prix,Circuit de Monaco,20,9,Red Bull,11,street
994,832,2018,Monaco Grand Prix,Circuit de Monaco,8,10,Renault,-2,street
994,828,2018,Monaco Grand Prix,Circuit de Monaco,16,11,Sauber,5,street
994,815,2018,Monaco Grand Prix,Circuit de Monaco,9,12,Force India,-3,street
994,825,2018,Monaco Grand Prix,Circuit de Monaco,19,13,Haas F1 Team,6,street
994,838,2018,Monaco Grand Prix,Circuit de Monaco,12,14,McLaren,-2,street
994,154,2018,Monaco Grand Prix,Circuit de Monaco,18,15,Haas F1 Team,3,street
994,845,2018,Monaco Grand Prix,Circuit de Monaco,13,16,Williams,-3,street
994,840,2018,Monaco Grand Prix,Circuit de Monaco,17,17,Williams,0,street
994,844,2018,Monaco Grand Prix,Circuit de Monaco,14,18,Sauber,-4,street
994,843,2018,Monaco Grand Prix,Circuit de Monaco,15,19,Toro Rosso,-4,street
994,4,2018,Monaco Grand Prix,Circuit de Monaco,7,20,McLaren,-13,street
995,20,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,1,1,Ferrari,0,permanent
995,822,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,2,2,Mercedes,0,permanent
995,830,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,3,3,Red Bull,0,permanent
995,817,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,6,4,Red Bull,2,permanent
995,1,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,4,5,Mercedes,-1,permanent
995,8,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,5,6,Ferrari,-1,permanent
995,807,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,7,7,Renault,0,permanent
995,832,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,9,8,Renault,1,permanent
995,839,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,8,9,Force India,-1,permanent
995,844,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,13,10,Sauber,3,permanent
995,842,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,16,11,Toro Rosso,5,permanent
995,154,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,20,12,Haas F1 Team,8,permanent
995,825,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,11,13,Haas F1 Team,-2,permanent
995,815,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,10,14,Force India,-4,permanent
995,828,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,19,15,Sauber,4,permanent
995,838,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,15,16,McLaren,-1,permanent
995,845,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,18,17,Williams,1,permanent
995,4,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,14,18,McLaren,-4,permanent
995,843,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,12,19,Toro Rosso,-7,permanent
995,840,2018,Canadian Grand Prix,Circuit Gilles Villeneuve,17,20,Williams,-3,permanent
996,1,2018,French Grand Prix,Circuit Paul Ricard,1,1,Mercedes,0,permanent
996,830,2018,French Grand Prix,Circuit Paul Ricard,4,2,Red Bull,2,permanent
996,8,2018,French Grand Prix,Circuit Paul Ricard,6,3,Ferrari,3,permanent
996,817,2018,French Grand Prix,Circuit Paul Ricard,5,4,Red Bull,1,permanent
996,20,2018,French Grand Prix,Circuit Paul Ricard,3,5,Ferrari,-2,permanent
996,825,2018,French Grand Prix,Circuit Paul Ricard,9,6,Haas F1 Team,3,permanent
996,822,2018,French Grand Prix,Circuit Paul Ricard,2,7,Mercedes,-5,permanent
996,832,2018,French Grand Prix,Circuit Paul Ricard,7,8,Renault,-1,permanent
996,807,2018,French Grand Prix,Circuit Paul Ricard,12,9,Renault,3,permanent
996,844,2018,French Grand Prix,Circuit Paul Ricard,8,10,Sauber,-2,permanent
996,154,2018,French Grand Prix,Circuit Paul Ricard,10,11,Haas F1 Team,-1,permanent
996,838,2018,French Grand Prix,Circuit Paul Ricard,17,12,McLaren,5,permanent
996,828,2018,French Grand Prix,Circuit Paul Ricard,15,13,Sauber,2,permanent
996,843,2018,French Grand Prix,Circuit Paul Ricard,20,14,Toro Rosso,6,permanent
996,845,2018,French Grand Prix,Circuit Paul Ricard,18,15,Williams,3,permanent
996,4,2018,French Grand Prix,Circuit Paul Ricard,16,16,McLaren,0,permanent
996,840,2018,French Grand Prix,Circuit Paul Ricard,19,17,Williams,2,permanent
996,815,2018,French Grand Prix,Circuit Paul Ricard,13,18,Force India,-5,permanent
996,839,2018,French Grand Prix,Circuit Paul Ricard,11,19,Force India,-8,permanent
996,842,2018,French Grand Prix,Circuit Paul Ricard,14,20,Toro Rosso,-6,permanent
997,830,2018,Austrian Grand Prix,Red Bull Ring,4,1,Red Bull,3,permanent
997,8,2018,Austrian Grand Prix,Red Bull Ring,3,2,Ferrari,1,permanent
997,20,2018,Austrian Grand Prix,Red Bull Ring,6,3,Ferrari,3,permanent
997,154,2018,Austrian Grand Prix,Red Bull Ring,5,4,Haas F1 Team,1,permanent
997,825,2018,Austrian Grand Prix,Red Bull Ring,8,5,Haas F1 Team,3,permanent
997,839,2018,Austrian Grand Prix,Red Bull Ring,11,6,Force India,5,permanent
997,815,2018,Austrian Grand Prix,Red Bull Ring,16,7,Force India,9,permanent
997,4,2018,Austrian Grand Prix,Red Bull Ring,13,8,McLaren,5,permanent
997,844,2018,Austrian Grand Prix,Red Bull Ring,18,9,Sauber,9,permanent
997,828,2018,Austrian Grand Prix,Red Bull Ring,20,10,Sauber,10,permanent
997,842,2018,Austrian Grand Prix,Red Bull Ring,12,11,Toro Rosso,1,permanent
997,832,2018,Austrian Grand Prix,Red Bull Ring,9,12,Renault,-3,permanent
997,845,2018,Austrian Grand Prix,Red Bull Ring,17,13,Williams,4,permanent
997,840,2018,Austrian Grand Prix,Red Bull Ring,14,14,Williams,0,permanent
997,838,2018,Austrian Grand Prix,Red Bull Ring,15,15,McLaren,0,permanent
997,1,2018,Austrian Grand Prix,Red Bull Ring,2,16,Mercedes,-14,permanent
997,843,2018,Austrian Grand Prix,Red Bull Ring,19,17,Toro Rosso,2,permanent
997,817,2018,Austrian Grand Prix,Red Bull Ring,7,18,Red Bull,-11,permanent
997,822,2018,Austrian Grand Prix,Red Bull Ring,1,19,Mercedes,-18,permanent
997,807,2018,Austrian Grand Prix,Red Bull Ring,10,20,Renault,-10,permanent
998,20,2018,British Grand Prix,Silverstone Circuit,2,1,Ferrari,1,permanent
998,1,2018,British Grand Prix,Silverstone Circuit,1,2,Mercedes,-1,permanent
998,8,2018,British Grand Prix,Silverstone Circuit,3,3,Ferrari,0,permanent
998,822,2018,British Grand Prix,Silverstone Circuit,4,4,Mercedes,0,permanent
998,817,2018,British Grand Prix,Silverstone Circuit,6,5,Red Bull,1,permanent
998,807,2018,British Grand Prix,Silverstone Circuit,11,6,Renault,5,permanent
998,839,2018,British Grand Prix,Silverstone Circuit,10,7,Force India,3,permanent
998,4,2018,British Grand Prix,Silverstone Circuit,13,8,McLaren,5,permanent
998,825,2018,British Grand Prix,Silverstone Circuit,7,9,Haas F1 Team,-2,permanent
998,815,2018,British Grand Prix,Silverstone Circuit,12,10,Force India,2,permanent
998,838,2018,British Grand Prix,Silverstone Circuit,17,11,McLaren,6,permanent
998,840,2018,British Grand Prix,Silverstone Circuit,19,12,Williams,7,permanent
998,842,2018,British Grand Prix,Silverstone Circuit,14,13,Toro Rosso,1,permanent
998,845,2018,British Grand Prix,Silverstone Circuit,18,14,Williams,4,permanent
998,830,2018,British Grand Prix,Silverstone Circuit,5,15,Red Bull,-10,permanent
998,154,2018,British Grand Prix,Silverstone Circuit,8,16,Haas F1 Team,-8,permanent
998,832,2018,British Grand Prix,Silverstone Circuit,16,17,Renault,-1,permanent
998,828,2018,British Grand Prix,Silverstone Circuit,15,18,Sauber,-3,permanent
998,844,2018,British Grand Prix,Silverstone Circuit,9,19,Sauber,-10,permanent
999,1,2018,German Grand Prix,Hockenheimring,14,1,Mercedes,13,permanent
999,822,2018,German Grand Prix,Hockenheimring,2,2,Mercedes,0,permanent
999,8,2018,German Grand Prix,Hockenheimring,3,3,Ferrari,0,permanent
999,830,2018,German Grand Prix,Hockenheimring,4,4,Red Bull,0,permanent
999,807,2018,German Grand Prix,Hockenheimring,7,5,Renault,2,permanent
999,154,2018,German Grand Prix,Hockenheimring,6,6,Haas F1 Team,0,permanent
999,815,2018,German Grand Prix,Hockenheimring,10,7,Force India,3,permanent
999,839,2018,German Grand Prix,Hockenheimring,15,8,Force India,7,permanent
999,828,2018,German Grand Prix,Hockenheimring,13,9,Sauber,4,permanent
999,843,2018,German Grand Prix,Hockenheimring,17,10,Toro Rosso,7,permanent
999,825,2018,German Grand Prix,Hockenheimring,5,11,Haas F1 Team,-6,permanent
999,832,2018,German Grand Prix,Hockenheimring,8,12,Renault,-4,permanent
999,838,2018,German Grand Prix,Hockenheimring,19,13,McLaren,6,permanent
999,842,2018,German Grand Prix,Hockenheimring,16,14,Toro Rosso,2,permanent
999,844,2018,German Grand Prix,Hockenheimring,9,15,Sauber,-6,permanent
999,4,2018,German Grand Prix,Hockenheimring,11,16,McLaren,-5,permanent
999,840,2018,German Grand Prix,Hockenheimring,18,17,Williams,1,permanent
999,20,2018,German Grand Prix,Hockenheimring,1,18,Ferrari,-17,permanent
999,845,2018,German Grand Prix,Hockenheimring,12,19,Williams,-7,permanent
999,817,2018,German Grand Prix,Hockenheimring,20,20,Red Bull,0,permanent
1000,1,2018,Hungarian Grand Prix,Hungaroring,1,1,Mercedes,0,permanent
1000,20,2018,Hungarian Grand Prix,Hungaroring,4,2,Ferrari,2,permanent
1000,8,2018,Hungarian Grand Prix,Hungaroring,3,3,Ferrari,0,permanent
1000,817,2018,Hungarian Grand Prix,Hungaroring,12,4,Red Bull,8,permanent
1000,822,2018,Hungarian Grand Prix,Hungaroring,2,5,Mercedes,-3,permanent
1000,842,2018,Hungarian Grand Prix,Hungaroring,6,6,Toro Rosso,0,permanent
1000,825,2018,Hungarian Grand Prix,Hungaroring,9,7,Haas F1 Team,2,permanent
1000,4,2018,Hungarian Grand Prix,Hungaroring,11,8,McLaren,3,permanent
1000,832,2018,Hungarian Grand Prix,Hungaroring,5,9,Renault,-4,permanent
1000,154,2018,Hungarian Grand Prix,Hungaroring,10,10,Haas F1 Team,0,permanent
1000,843,2018,Hungarian Grand Prix,Hungaroring,8,11,Toro Rosso,-3,permanent
1000,807,2018,Hungarian Grand Prix,Hungaroring,13,12,Renault,1,permanent
1000,839,2018,Hungarian Grand Prix,Hungaroring,18,13,Force India,5,permanent
1000,815,2018,Hungarian Grand Prix,Hungaroring,19,14,Force India,5,permanent
1000,828,2018,Hungarian Grand Prix,Hungaroring,14,15,Sauber,-1,permanent
1000,845,2018,Hungarian Grand Prix,Hungaroring,20,16,Williams,4,permanent
1000,840,2018,Hungarian Grand Prix,Hungaroring,15,17,Williams,-2,permanent
1000,838,2018,Hungarian Grand Prix,Hungaroring,16,18,McLaren,-2,permanent
1000,830,2018,Hungarian Grand Prix,Hungaroring,7,19,Red Bull,-12,permanent
1000,844,2018,Hungarian Grand Prix,Hungaroring,17,20,Sauber,-3,permanent
1001,20,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,1,Ferrari,1,permanent
1001,1,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,2,Mercedes,-1,permanent
1001,830,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,7,3,Red Bull,4,permanent
1001,822,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,19,4,Mercedes,15,permanent
1001,815,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,5,Force India,-1,permanent
1001,839,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,6,Force India,-3,permanent
1001,154,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,5,7,Haas F1 Team,-2,permanent
1001,825,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,9,8,Haas F1 Team,1,permanent
1001,842,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,10,9,Toro Rosso,1,permanent
1001,828,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,13,10,Sauber,3,permanent
1001,832,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,14,11,Renault,3,permanent
1001,845,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,16,12,Williams,4,permanent
1001,840,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,17,13,Williams,4,permanent
1001,843,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,11,14,Toro Rosso,-3,permanent
1001,838,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,18,15,McLaren,3,permanent
1001,817,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,8,16,Red Bull,-8,permanent
1001,8,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,6,17,Ferrari,-11,permanent
1001,844,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,12,18,Sauber,-6,permanent
1001,4,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,15,19,McLaren,-4,permanent
1001,807,2018,Belgian Grand Prix,Circuit de Spa-Francorchamps,20,20,Renault,0,permanent
1002,1,2018,Italian Grand Prix,Autodromo Nazionale di Monza,3,1,Mercedes,2,permanent
1002,8,2018,Italian Grand Prix,Autodromo Nazionale di Monza,1,2,Ferrari,-1,permanent
1002,822,2018,Italian Grand Prix,Autodromo Nazionale di Monza,4,3,Mercedes,1,permanent
1002,20,2018,Italian Grand Prix,Autodromo Nazionale di Monza,2,4,Ferrari,-2,permanent
1002,830,2018,Italian Grand Prix,Autodromo Nazionale di Monza,5,5,Red Bull,0,permanent
1002,839,2018,Italian Grand Prix,Autodromo Nazionale di Monza,8,6,Force India,2,permanent
1002,815,2018,Italian Grand Prix,Autodromo Nazionale di Monza,14,7,Force India,7,permanent
1002,832,2018,Italian Grand Prix,Autodromo Nazionale di Monza,7,8,Renault,-1,permanent
1002,840,2018,Italian Grand Prix,Autodromo Nazionale di Monza,10,9,Williams,1,permanent
1002,845,2018,Italian Grand Prix,Autodromo Nazionale di Monza,12,10,Williams,2,permanent
1002,844,2018,Italian Grand Prix,Autodromo Nazionale di Monza,15,11,Sauber,4,permanent
1002,838,2018,Italian Grand Prix,Autodromo Nazionale di Monza,17,12,McLaren,5,permanent
1002,807,2018,Italian Grand Prix,Autodromo Nazionale di Monza,20,13,Renault,7,permanent
1002,842,2018,Italian Grand Prix,Autodromo Nazionale di Monza,9,14,Toro Rosso,-5,permanent
1002,828,2018,Italian Grand Prix,Autodromo Nazionale di Monza,18,15,Sauber,3,permanent
1002,825,2018,Italian Grand Prix,Autodromo Nazionale di Monza,11,16,Haas F1 Team,-5,permanent
1002,817,2018,Italian Grand Prix,Autodromo Nazionale di Monza,19,17,Red Bull,2,permanent
1002,4,2018,Italian Grand Prix,Autodromo Nazionale di Monza,13,18,McLaren,-5,permanent
1002,843,2018,Italian Grand Prix,Autodromo Nazionale di Monza,16,19,Toro Rosso,-3,permanent
1002,154,2018,Italian Grand Prix,Autodromo Nazionale di Monza,6,20,Haas F1 Team,-14,permanent
1003,1,2018,Singapore Grand Prix,Marina Bay Street Circuit,1,1,Mercedes,0,permanent
1003,830,2018,Singapore Grand Prix,Marina Bay Street Circuit,2,2,Red Bull,0,permanent
1003,20,2018,Singapore Grand Prix,Marina Bay Street Circuit,3,3,Ferrari,0,permanent
1003,822,2018,Singapore Grand Prix,Marina Bay Street Circuit,4,4,Mercedes,0,permanent
1003,8,2018,Singapore Grand Prix,Marina Bay Street Circuit,5,5,Ferrari,0,permanent
1003,817,2018,Singapore Grand Prix,Marina Bay Street Circuit,6,6,Red Bull,0,permanent
1003,4,2018,Singapore Grand Prix,Marina Bay Street Circuit,11,7,McLaren,4,permanent
1003,832,2018,Singapore Grand Prix,Marina Bay Street Circuit,12,8,Renault,4,permanent
1003,844,2018,Singapore Grand Prix,Marina Bay Street Circuit,13,9,Sauber,4,permanent
1003,807,2018,Singapore Grand Prix,Marina Bay Street Circuit,10,10,Renault,0,permanent
1003,828,2018,Singapore Grand Prix,Marina Bay Street Circuit,14,11,Sauber,3,permanent
1003,838,2018,Singapore Grand Prix,Marina Bay Street Circuit,18,12,McLaren,6,permanent
1003,842,2018,Singapore Grand Prix,Marina Bay Street Circuit,15,13,Toro Rosso,2,permanent
1003,840,2018,Singapore Grand Prix,Marina Bay Street Circuit,20,14,Williams,6,permanent
1003,154,2018,Singapore Grand Prix,Marina Bay Street Circuit,8,15,Haas F1 Team,-7,permanent
1003,815,2018,Singapore Grand Prix,Marina Bay Street Circuit,7,16,Force India,-9,permanent
1003,843,2018,Singapore Grand Prix,Marina Bay Street Circuit,17,17,Toro Rosso,0,permanent
1003,825,2018,Singapore Grand Prix,Marina Bay Street Circuit,16,18,Haas F1 Team,-2,permanent
1003,845,2018,Singapore Grand Prix,Marina Bay Street Circuit,19,19,Williams,0,permanent
1003,839,2018,Singapore Grand Prix,Marina Bay Street Circuit,9,20,Force India,-11,permanent
1004,1,2018,Russian Grand Prix,Sochi Autodrom,2,1,Mercedes,1,permanent
1004,822,2018,Russian Grand Prix,Sochi Autodrom,1,2,Mercedes,-1,permanent
1004,20,2018,Russian Grand Prix,Sochi Autodrom,3,3,Ferrari,0,permanent
1004,8,2018,Russian Grand Prix,Sochi Autodrom,4,4,Ferrari,0,permanent
1004,830,2018,Russian Grand Prix,Sochi Autodrom,19,5,Red Bull,14,permanent
1004,817,2018,Russian Grand Prix,Sochi Autodrom,18,6,Red Bull,12,permanent
